Date,Open,High,Low,Close,Adj Close,Volume
1993-01-29 00:00:00-05:00,43.96875,43.96875,43.75,43.9375,25.218219757080078,1003200
1993-02-01 00:00:00-05:00,43.96875,44.25,43.96875,44.25,25.397584915161133,480500
1993-02-02 00:00:00-05:00,44.21875,44.375,44.125,44.34375,25.451406478881836,201300
1993-02-03 00:00:00-05:00,44.40625,44.84375,44.375,44.8125,25.72043800354004,529400
1993-02-04 00:00:00-05:00,44.96875,45.09375,44.46875,45.0,25.82803726196289,531500
1993-02-05 00:00:00-05:00,44.96875,45.0625,44.71875,44.96875,25.810117721557617,492100
1993-02-08 00:00:00-05:00,44.96875,45.125,44.90625,44.96875,25.810117721557617,596100
1993-02-09 00:00:00-05:00,44.8125,44.8125,44.5625,44.65625,25.630760192871094,122100
1993-02-10 00:00:00-05:00,44.65625,44.75,44.53125,44.71875,25.666627883911133,379600
1993-02-11 00:00:00-05:00,44.78125,45.125,44.78125,44.9375,25.792186737060547,19500
1993-02-12 00:00:00-05:00,44.875,44.875,44.59375,44.59375,25.594886779785156,42500
1993-02-16 00:00:00-05:00,44.46875,44.46875,43.40625,43.46875,24.949176788330078,374800
1993-02-17 00:00:00-05:00,43.46875,43.53125,43.28125,43.4375,24.931243896484375,210900
1993-02-18 00:00:00-05:00,43.9375,43.9375,42.8125,43.40625,24.91330337524414,378100
1993-02-19 00:00:00-05:00,43.40625,43.5625,43.34375,43.5625,25.00298500061035,34900
1993-02-22 00:00:00-05:00,43.6875,43.78125,43.5625,43.71875,25.092676162719727,513600
1993-02-23 00:00:00-05:00,43.84375,43.875,43.46875,43.6875,25.07473373413086,373700
1993-02-24 00:00:00-05:00,43.71875,44.25,43.71875,44.25,25.397584915161133,26300
1993-02-25 00:00:00-05:00,44.21875,44.375,44.125,44.34375,25.451406478881836,44500
1993-02-26 00:00:00-05:00,44.4375,44.4375,44.1875,44.40625,25.487262725830078,66200
1993-03-01 00:00:00-05:00,44.5625,44.5625,44.21875,44.28125,25.41551971435547,66500
1993-03-02 00:00:00-05:00,44.3125,44.9375,44.25,44.9375,25.792186737060547,182400
1993-03-03 00:00:00-05:00,45.0,45.15625,44.9375,45.125,25.89978790283203,280100
1993-03-04 00:00:00-05:00,45.1875,45.1875,44.875,44.875,25.756317138671875,89500
1993-03-05 00:00:00-05:00,44.9375,45.125,44.71875,44.75,25.6845703125,40000
1993-03-08 00:00:00-05:00,44.84375,45.75,44.84375,45.75,26.258516311645508,50800
1993-03-09 00:00:00-05:00,45.65625,45.6875,45.5,45.59375,26.1688232421875,169300
1993-03-10 00:00:00-05:00,45.59375,45.6875,45.40625,45.6875,26.2226505279541,194400
1993-03-11 00:00:00-05:00,45.71875,45.84375,45.5,45.5625,26.150894165039062,70900
1993-03-12 00:00:00-05:00,45.1875,45.21875,44.8125,45.09375,25.881860733032227,643600
1993-03-15 00:00:00-05:00,45.0625,45.3125,45.0625,45.3125,26.00741195678711,310800
1993-03-16 00:00:00-05:00,45.3125,45.4375,45.3125,45.3125,26.00741195678711,30800
1993-03-17 00:00:00-05:00,45.25,45.25,44.96875,45.03125,25.84598159790039,21800
1993-03-18 00:00:00-05:00,45.21875,45.5,45.21875,45.3125,26.00741195678711,59300
1993-03-19 00:00:00-05:00,45.28125,45.28125,45.03125,45.03125,25.968046188354492,66900
1993-03-22 00:00:00-05:00,44.59375,44.875,44.5625,44.78125,25.823883056640625,183400
1993-03-23 00:00:00-05:00,44.90625,44.9375,44.8125,44.875,25.877958297729492,55200
1993-03-24 00:00:00-05:00,44.8125,45.0625,44.59375,44.875,25.877958297729492,37200
1993-03-25 00:00:00-05:00,44.90625,45.25,44.84375,45.15625,26.04014015197754,110100
1993-03-26 00:00:00-05:00,45.125,45.15625,44.875,44.90625,25.89597511291504,101500
1993-03-29 00:00:00-05:00,44.9375,45.3125,44.9375,45.09375,26.00409507751465,87100
1993-03-30 00:00:00-05:00,45.15625,45.21875,45.09375,45.21875,26.076181411743164,56000
1993-03-31 00:00:00-05:00,45.34375,45.46875,45.1875,45.1875,26.05816650390625,111600
